@relation MIXED
@attribute v {False,True}
@attribute w {False,True}
@attribute x real
@attribute y real
@attribute class {p,n}

@data
False,False,0.120,0.585,n
True,False,0.021,0.779,n
True,False,0.384,0.030,n
False,True,0.042,0.820,n
False,False,0.797,0.813,n
False,False,0.065,0.238,n
False,False,0.669,0.457,n
False,False,0.172,0.820,p
False,True,0.854,0.278,p
False,True,0.906,0.779,n
True,False,0.150,0.025,p
False,True,0.067,0.796,n
True,True,0.242,0.998,n
True,True,0.833,0.317,p
False,False,0.690,0.591,n
False,True,0.911,0.234,p
False,True,0.909,0.478,p
False,True,0.909,0.869,n
True,True,0.534,0.269,p
True,True,0.296,0.590,p
True,True,0.989,0.560,n
True,True,0.125,0.976,n
False,True,0.623,0.065,p
False,True,0.725,0.502,p
True,False,0.611,0.530,n
False,False,0.170,0.617,n
False,False,0.090,0.353,n
False,True,0.057,0.992,n
False,False,0.215,0.679,n
False,False,0.229,0.942,n
True,False,0.868,0.322,n
True,False,0.691,0.980,n
False,True,0.685,0.899,n
False,True,0.312,0.777,n
True,True,0.535,0.024,p
False,True,0.645,0.886,p
True,False,0.516,0.098,p
False,False,0.496,0.707,n
True,False,0.562,0.733,n
False,True,0.705,0.380,p
True,False,0.775,0.560,p
False,False,0.376,0.062,n
False,False,0.901,0.084,n
True,False,0.068,0.828,n
True,True,0.091,0.471,p
True,False,0.988,0.634,n
False,False,0.972,0.861,n
False,True,0.386,0.705,n
True,False,0.721,0.290,p
True,True,0.083,0.070,p
True,True,0.010,0.953,p
False,False,0.016,0.308,n
True,True,0.264,0.349,n
False,True,0.978,0.029,p
False,False,0.063,0.871,n
True,True,0.259,0.543,p
True,True,0.279,0.180,p
True,False,0.902,0.208,p
False,True,0.145,0.319,p
True,True,0.832,0.879,n
False,False,0.555,0.546,n
False,False,0.194,0.706,n
False,False,0.088,0.480,n
False,True,0.812,0.935,n
True,False,0.063,0.338,p
False,True,0.902,0.865,n
True,False,0.572,0.430,n
True,True,0.730,0.489,p
True,False,0.287,0.025,p
True,True,0.866,0.678,p
False,True,0.036,0.311,p
True,True,0.017,0.874,p
True,True,0.189,0.041,p
True,True,0.398,0.426,p
True,False,0.835,0.509,p
True,True,0.870,0.551,p
True,False,0.359,0.545,p
True,True,0.016,0.821,p
False,True,0.595,0.111,p
True,True,0.936,0.389,p
False,False,0.477,0.704,p
False,True,0.426,0.351,n
True,True,0.510,0.273,p
False,False,0.183,0.194,n
True,False,0.071,0.734,n
True,False,0.694,0.439,p
False,True,0.854,0.690,p
False,False,0.915,0.775,n
True,True,0.176,0.734,p
False,False,0.605,0.955,n
True,False,0.842,0.936,p
False,False,0.225,0.108,n
True,False,0.159,0.574,p
False,False,0.808,0.298,n
True,False,0.001,0.663,p
False,True,0.641,0.778,n
False,False,0.230,0.840,n
True,False,0.408,0.343,p
False,True,0.347,0.871,n
True,False,0.428,0.484,n
True,False,0.219,0.426,n
False,False,0.221,0.923,n
False,True,0.017,0.938,n
False,True,0.643,0.230,p
True,True,0.753,0.766,p
True,False,0.613,0.881,n
True,False,0.106,0.531,n
True,False,0.523,0.305,n
False,True,0.241,0.354,p
True,False,0.520,0.033,p
True,False,0.168,0.808,n
False,True,0.289,0.165,p
True,False,0.380,0.436,n
False,True,0.419,0.576,n
False,True,0.867,0.802,n
True,True,0.218,0.778,p
True,False,0.180,0.253,p
True,True,0.100,0.789,p
False,True,0.531,0.722,n
False,True,0.682,0.672,n
False,False,0.739,0.780,n
False,False,0.222,0.611,n
False,True,0.619,0.893,n
False,True,0.362,0.725,n
False,True,0.220,0.654,p
False,False,0.388,0.258,n
True,False,0.768,0.864,p
False,True,0.208,0.863,n
False,False,0.957,0.161,n
True,True,0.568,0.705,p
False,True,0.631,0.484,n
False,False,0.504,0.680,n
False,True,0.973,0.557,p
False,False,0.718,0.589,n
True,False,0.603,0.803,n
False,False,0.073,0.152,n
False,True,0.966,0.992,n
False,False,0.554,0.118,n
False,False,0.990,0.863,n
True,False,0.663,0.467,p
False,True,0.201,0.477,p
False,False,0.609,0.283,n
False,False,0.846,0.512,n
False,True,0.947,0.933,n
False,False,0.965,0.653,p
False,True,0.146,0.252,p
True,False,0.759,0.907,n
True,False,0.969,0.570,p
False,True,0.089,0.528,p
True,True,0.978,0.191,p
True,True,0.841,0.086,p
False,False,0.445,0.842,n
False,False,0.959,0.707,n
False,False,0.988,0.413,n
False,False,0.518,0.436,n
False,False,0.992,0.401,n
False,False,0.775,0.596,n
True,False,0.976,0.638,n
False,False,0.329,0.560,p
True,False,0.431,0.356,n
False,False,0.354,0.185,n
True,False,0.999,0.431,p
True,True,0.392,0.368,p
False,False,0.893,0.348,n
False,False,0.844,0.310,p
False,True,0.638,0.112,p
True,False,0.931,0.431,p
False,False,0.428,0.063,p
True,False,0.062,0.204,p
True,False,0.785,0.001,p
True,False,0.731,0.314,p
True,True,0.307,0.385,p
False,True,0.215,0.296,p
True,False,0.643,0.923,n
True,True,0.844,0.728,p
True,False,0.593,0.693,n
True,True,0.301,0.135,p
True,True,0.991,0.674,p
True,False,0.509,0.911,n
False,False,0.157,0.708,n
True,False,0.674,0.398,p
False,False,0.469,0.727,n
False,True,0.604,0.268,p
False,False,0.742,0.282,n
False,True,0.815,0.111,p
False,False,0.971,0.384,n
False,False,0.420,0.826,n
False,True,0.106,0.874,n
True,False,0.499,0.215,n
False,True,0.471,0.432,n
False,True,0.453,0.516,n
False,True,0.154,0.918,n
False,False,0.456,0.111,n
True,True,0.364,0.770,p
False,True,0.177,0.639,p
False,False,0.694,0.920,n
False,True,0.506,0.390,n
False,True,0.035,0.933,p
True,True,0.936,0.153,p
True,True,0.682,0.662,p
False,True,0.981,0.514,p
True,True,0.659,0.789,p
False,True,0.159,0.991,n
False,False,0.252,0.234,n
True,True,0.192,0.077,p
True,False,0.270,0.095,p
True,False,0.377,0.807,n
True,False,0.298,0.935,n
True,False,0.876,0.694,p
False,False,0.138,0.698,n
False,False,0.198,0.985,n
True,False,0.303,0.815,n
True,False,0.990,0.679,n
True,True,0.181,0.666,p
False,False,0.599,0.062,n
True,True,0.288,0.372,p
False,False,0.511,0.401,n
False,True,0.201,0.112,p
True,True,0.607,0.129,p
True,True,0.463,0.655,p
True,True,0.027,0.262,p
False,True,0.366,0.629,n
False,True,0.480,0.148,p
True,True,0.723,0.370,p
True,True,0.399,0.438,p
True,False,0.799,0.701,p
True,True,0.961,0.472,p
True,False,0.111,0.887,n
True,True,0.037,0.080,p
False,True,0.405,0.292,n
True,False,0.993,0.588,n
True,True,0.546,0.373,p
True,False,0.104,0.888,n
False,True,0.629,0.136,p
False,False,0.604,0.793,n
True,True,0.470,0.427,p
True,False,0.492,0.280,n
True,True,0.683,0.075,p
True,True,0.744,0.436,p
True,False,0.265,0.659,p
False,False,0.732,0.036,n
False,False,0.136,0.966,n
False,False,0.759,0.588,n
False,False,0.832,0.213,n
True,True,0.470,0.428,p
False,True,0.109,0.513,p
True,True,0.897,0.877,p
False,True,0.405,0.365,n
True,True,0.377,0.028,p
True,True,0.763,0.103,p
False,False,0.628,0.757,n
True,False,0.233,0.292,n
True,True,0.822,0.011,p
False,False,0.182,0.072,n
True,False,0.898,0.953,n
False,True,0.622,0.943,n
True,False,0.337,0.251,p
False,True,0.285,0.523,p
False,False,0.604,0.853,n
False,True,0.157,0.440,p
False,False,0.114,0.933,n
False,True,0.940,0.670,n
False,True,0.640,0.265,p
False,True,0.502,0.057,p
True,True,0.587,0.200,p
True,False,0.786,0.144,p
False,False,0.095,0.088,n
False,True,0.774,0.913,n
True,False,0.901,0.716,p
False,True,0.256,0.512,p
True,True,0.117,0.890,p
False,True,0.266,0.808,n
True,False,0.420,0.133,p
False,True,0.029,0.139,p
False,False,0.486,0.379,n
True,False,0.974,0.740,n
True,False,0.171,0.260,p
False,False,0.903,0.914,n
True,False,0.938,0.991,n
True,False,0.463,0.800,n
True,True,0.778,0.073,n
True,True,0.926,0.857,p
True,True,0.441,0.753,p
False,False,0.225,0.365,n
True,True,0.509,0.458,p
False,False,0.557,0.743,p
True,True,0.981,0.486,n
False,True,0.224,0.200,p
False,False,0.884,0.441,n
True,False,0.597,0.091,p
True,False,0.602,0.450,n
False,True,0.731,0.220,p
False,False,0.419,0.850,n
True,True,0.504,0.033,p
False,True,0.625,0.589,n
False,False,0.316,0.442,p
False,False,0.216,0.223,n
True,True,0.557,0.954,n
False,True,0.240,0.928,n
False,False,0.062,0.637,n
True,True,0.424,0.769,p
True,False,0.179,0.002,p
True,False,0.415,0.379,n
False,True,0.610,0.184,p
False,False,0.893,0.961,n
False,False,0.651,0.855,p
True,False,0.812,0.703,p
True,False,0.233,0.540,p
True,False,0.544,0.761,n
True,True,0.095,0.203,p
False,True,0.526,0.746,n
False,False,0.255,0.420,n
False,True,0.642,0.861,n
True,True,0.922,0.417,p
False,False,0.143,0.337,n
True,False,0.454,0.960,n
False,False,0.247,0.881,n
True,True,0.251,0.013,p
False,True,0.967,0.113,p
True,False,0.386,0.518,n
False,True,0.772,0.544,p
True,True,0.202,0.727,p
False,True,0.197,0.280,p
True,True,0.915,0.155,p
True,True,0.694,0.184,p
True,False,0.285,0.171,p
False,True,0.866,0.449,p
False,False,0.206,0.376,n
True,False,0.673,0.088,p
True,True,0.181,0.693,p
False,False,0.241,0.801,n
False,False,0.257,0.300,n
True,True,0.973,0.492,p
False,False,0.425,0.187,n
False,False,0.643,0.881,n
True,True,0.309,0.954,p
True,False,0.136,0.362,p
False,False,0.014,0.973,n
True,True,0.243,0.176,p
False,False,0.313,0.457,p
False,False,0.468,0.326,n
False,True,0.163,0.427,p
True,False,0.613,0.973,n
True,True,0.639,0.741,p
True,False,0.239,0.899,n
True,True,0.257,0.349,p
False,False,0.617,0.846,n
False,True,0.478,0.482,p
False,False,0.673,0.530,n
True,False,0.855,0.523,n
False,True,0.490,0.004,n
True,True,0.232,0.496,p
False,False,0.331,0.141,n
True,True,0.754,0.006,p
False,False,0.049,0.309,n
True,False,0.079,0.137,p
False,True,0.025,0.178,n
True,True,0.692,0.559,p
True,False,0.565,0.106,p
False,False,0.116,0.985,n
True,True,0.633,0.827,p
False,True,0.445,0.671,n
False,True,0.068,0.859,p
False,True,0.697,0.520,p
False,False,0.315,0.147,n
False,False,0.665,0.024,n
False,True,0.356,0.080,p
False,False,0.177,0.574,n
True,False,0.720,0.623,p
False,True,0.537,0.576,p
False,True,0.034,0.869,n
False,True,0.583,0.654,n
True,True,0.955,0.578,p
True,False,0.682,0.768,n
True,False,0.917,0.381,p
True,False,0.434,0.394,n
True,False,0.133,0.848,n
False,False,0.987,0.004,n
False,True,0.332,0.946,n
True,True,0.274,0.300,p
False,True,0.252,0.514,p
True,False,0.334,0.805,n
False,True,0.153,0.566,p
False,False,0.908,0.934,n
True,True,0.852,0.092,p
False,False,0.073,0.404,p
False,True,0.196,0.635,p
True,False,0.776,0.486,p
False,False,0.504,0.826,n
False,False,0.413,0.146,n
True,True,0.032,0.087,p
False,True,0.931,0.630,p
True,False,0.420,0.295,n
False,False,0.837,0.307,n
True,True,0.021,0.578,p
False,False,0.417,0.386,n
False,True,0.410,0.388,p
False,False,0.437,0.177,p
False,True,0.245,0.795,n
False,True,0.357,0.866,n
False,True,0.736,0.424,p
False,False,0.954,0.378,p
False,True,0.094,0.904,n
False,False,0.367,0.676,n
False,True,0.659,0.950,n
False,True,0.161,0.224,p
True,False,0.049,0.602,p
False,False,0.812,0.636,n
False,False,0.339,0.423,n
True,False,0.572,0.198,p
False,False,0.174,0.129,n
False,False,0.029,0.477,n
False,True,0.605,0.876,n
False,True,0.274,0.566,p
True,True,0.732,0.249,p
False,True,0.589,0.684,n
False,False,0.489,0.263,n
True,False,0.162,0.960,n
False,False,0.836,0.647,n
False,True,0.624,0.795,n
True,True,0.539,0.404,p
True,False,0.558,0.257,n
True,True,0.813,0.743,p
True,False,0.670,0.842,n
False,False,0.665,0.801,n
False,True,0.052,0.758,n
False,False,0.604,0.246,n
False,False,0.670,0.192,n
False,False,0.679,0.494,n
False,True,0.305,0.031,p
True,True,0.386,0.499,p
True,True,0.178,0.514,p
False,True,0.453,0.582,n
True,True,0.208,0.655,p
True,False,0.646,0.592,n
True,True,0.293,0.505,p
False,False,0.658,0.690,p
True,False,0.806,0.573,p
False,True,0.051,0.555,p
True,True,0.125,0.311,n
False,False,0.288,0.849,n
False,False,0.837,0.430,n
False,False,0.132,0.949,n
True,True,0.145,0.914,p
False,True,0.809,0.339,p
False,False,0.937,0.328,n
True,False,0.961,0.401,p
False,True,0.835,0.978,n
False,True,0.055,0.370,p
True,True,0.955,0.245,p
True,True,0.264,0.754,p
True,True,0.162,0.614,n
False,False,0.626,0.457,n
False,False,0.269,0.426,n
True,False,0.236,0.710,p
False,False,0.668,0.959,n
True,False,0.722,0.013,p
False,False,0.946,0.801,n
False,False,0.188,0.063,n
False,False,0.736,0.378,n
False,False,0.090,0.434,n
False,False,0.904,0.611,n
False,True,0.435,0.922,n
False,False,0.298,0.501,p
False,False,0.239,0.448,n
False,True,0.863,0.331,p
True,True,0.092,0.688,n
True,False,0.382,0.647,n
False,True,0.185,0.593,p
False,False,0.732,0.571,n
True,True,0.500,0.472,p
False,True,0.221,0.875,n
True,True,0.901,0.672,p
False,False,0.865,0.667,n
False,False,0.968,0.740,n
True,True,0.824,0.998,p
False,True,0.124,0.212,p
False,True,0.093,0.695,p
False,False,0.279,0.359,p
True,True,0.901,0.942,p
True,True,0.704,0.776,p
False,True,0.478,0.239,n
True,True,0.379,0.282,p
True,False,0.140,0.539,p
False,True,0.973,0.985,n
False,False,0.085,0.971,n
False,False,0.741,0.559,n
False,True,0.288,0.765,n
True,False,0.206,0.763,p
False,False,0.915,0.291,n
True,False,0.155,0.905,n
True,False,0.188,0.622,p
True,False,0.893,0.913,n
True,False,0.854,0.013,p
False,True,0.694,0.551,p
False,True,0.711,0.487,p
True,False,0.722,0.213,p
False,False,0.690,0.093,n
False,False,0.450,0.978,n
True,False,0.141,0.585,p
False,True,0.529,0.174,p
False,True,0.997,0.557,p
True,True,0.192,0.786,n
True,False,0.048,0.870,n
True,True,0.225,0.872,p
True,True,0.336,0.312,p
False,False,0.520,0.533,n
False,False,0.495,0.486,n
True,True,0.305,0.623,p
False,True,0.146,0.922,n
False,False,0.779,0.176,n
True,True,0.952,0.971,n
False,True,0.756,0.527,p
True,False,0.615,0.924,n
True,True,0.161,0.954,p
True,False,0.350,0.718,n
False,False,0.718,0.371,n
False,True,0.685,0.929,n
False,False,0.008,0.768,n
False,False,0.773,0.369,n
False,False,0.222,0.298,p
True,False,0.542,0.068,n
True,True,0.573,0.917,p
False,False,0.109,0.987,n
True,False,0.665,0.607,p
True,True,0.304,0.476,p
True,True,0.628,0.725,p
True,False,0.945,0.495,p
True,False,0.111,0.489,p
False,True,0.072,0.937,n
False,False,0.243,0.741,n
True,True,0.087,0.601,p
True,True,0.256,0.465,p
False,True,0.431,0.030,p
True,True,0.040,0.999,p
True,True,0.077,0.726,p
False,True,0.318,0.776,n
False,False,0.171,0.405,n
False,False,0.596,0.647,p
False,False,0.604,0.252,n
False,False,0.686,0.137,n
False,True,0.755,0.170,p
True,False,0.753,0.871,n
True,True,0.283,0.731,p
True,False,0.235,0.993,n
True,False,0.221,0.352,p
True,False,0.885,0.086,p
True,True,0.640,0.968,p
True,False,0.986,0.197,p
False,True,0.467,0.729,n
False,True,0.352,0.830,n
True,False,0.443,0.676,n
False,False,0.643,0.303,n
False,True,0.211,0.163,p
True,False,0.188,0.598,p
True,True,0.077,0.904,p
False,False,0.695,0.919,n
True,True,0.299,0.624,p
True,False,0.396,0.500,n
False,False,0.407,0.447,p
True,False,0.001,0.190,p
True,False,0.191,0.408,p
False,True,0.140,0.172,p
True,True,0.074,0.897,p
True,True,0.200,0.519,p
False,True,0.821,0.939,n
False,True,0.075,0.252,p
True,True,0.103,0.096,p
False,True,0.440,0.030,p
True,True,0.298,0.052,p
True,False,0.169,0.363,p
True,True,0.541,0.585,p
True,True,0.802,0.141,p
False,False,0.752,0.925,n
False,True,0.109,0.003,p
True,True,0.732,0.584,p
False,True,0.326,0.959,n
False,True,0.440,0.580,n
True,True,0.221,0.194,p
False,False,0.838,0.795,n
False,True,0.406,0.764,n
True,False,0.985,0.744,p
True,False,0.556,0.584,n
False,False,0.321,0.844,n
True,False,0.191,0.111,p
True,True,0.702,0.133,p
True,False,0.508,0.084,p
False,True,0.755,0.656,p
True,False,0.552,0.952,n
False,False,0.526,0.594,p
True,True,0.398,0.909,n
True,False,0.132,0.396,p
True,False,0.159,0.234,p
False,True,0.546,0.174,p
False,True,0.650,0.756,n
False,False,1.000,0.172,n
True,False,0.125,0.047,n
False,True,0.457,0.265,n
True,True,0.798,0.346,p
False,True,0.911,0.162,p
True,False,0.648,0.750,n
False,True,0.407,0.374,n
False,True,0.203,0.614,p
False,False,0.952,0.598,n
True,False,0.629,0.331,p
False,True,0.026,0.425,p
False,False,0.019,0.919,n
False,False,0.094,0.603,p
True,True,0.706,0.749,p
True,True,0.355,0.228,p
False,True,0.633,0.869,n
True,False,0.944,0.923,n
True,True,0.701,0.661,n
True,True,0.090,0.191,p
False,False,0.325,0.439,n
False,False,0.997,0.655,n
True,False,0.513,0.938,n
True,True,0.711,0.370,p
False,False,0.257,0.247,n
False,False,0.202,0.437,n
False,True,0.779,0.837,n
True,True,0.452,0.640,p
True,False,0.575,0.399,n
False,False,0.365,0.822,n
True,True,0.477,0.918,n
False,False,0.807,0.116,p
False,True,0.903,0.252,p
False,False,0.811,0.253,n
True,False,0.524,0.505,n
True,True,0.851,0.502,p
False,False,0.265,0.950,n
True,True,0.945,0.779,p
True,False,0.466,0.455,n
False,True,0.636,0.170,p
True,True,0.623,0.023,p
False,True,0.727,0.651,p
False,True,0.129,0.352,p
True,True,0.116,0.671,p
True,True,0.202,0.385,p
False,False,0.744,0.160,n
False,False,0.139,0.201,n
False,True,0.758,0.130,p
False,False,0.389,0.379,n
False,False,0.509,0.297,n
False,False,0.525,0.360,n
False,False,0.564,0.188,p
False,True,0.048,0.710,n
True,True,0.032,0.821,p
False,False,0.261,0.548,n
True,False,0.522,0.224,n
True,True,0.571,0.576,p
False,True,0.166,0.823,n
True,False,0.541,0.598,p
False,False,0.355,0.540,n
False,False,0.635,0.761,p
False,False,0.568,0.415,n
False,False,0.895,0.554,n
True,False,0.878,0.546,p
False,False,0.981,0.805,n
False,False,0.619,0.861,n
False,True,0.909,0.927,p
False,False,0.466,0.220,n
False,False,0.993,0.050,n
True,True,0.949,0.853,p
True,True,0.991,0.283,p
True,False,0.815,0.294,p
True,False,0.843,0.566,n
True,False,0.923,0.176,p
False,True,0.231,0.066,p
True,False,0.497,0.446,n
False,False,0.881,0.612,n
False,True,0.624,0.279,p
True,False,0.776,0.432,p
True,False,0.845,0.018,p
False,False,0.152,0.857,n
True,False,0.502,0.192,p
False,True,0.766,0.875,n
True,False,0.281,0.186,p
True,True,0.194,0.395,p
False,False,0.433,0.190,n
True,False,0.320,0.916,n
True,True,0.688,0.420,p
True,True,0.378,0.294,n
True,False,0.445,0.121,p
True,True,0.202,0.168,p
True,True,0.759,0.098,p
False,False,0.077,0.738,n
False,True,0.215,0.624,p
False,False,0.308,0.755,n
False,False,0.450,0.049,n
True,True,0.969,0.810,p
True,False,0.007,0.583,n
False,False,0.720,0.278,n
True,False,0.774,0.283,p
False,False,0.453,0.172,n
False,False,0.567,0.314,n
True,True,0.744,0.555,p
False,True,0.776,0.715,p
True,False,0.724,0.393,p
False,True,0.625,0.250,p
False,False,0.616,0.348,n
True,False,0.760,0.837,n
True,True,0.374,0.304,p
True,False,0.224,0.465,n
True,True,0.654,0.669,p
False,True,0.310,0.655,p
False,False,0.681,0.986,p
True,True,0.390,0.654,p
True,False,0.357,0.895,n
True,False,0.400,0.518,p
False,False,0.526,0.077,n
False,True,0.841,0.085,p
False,False,0.673,0.447,p
True,True,0.096,0.288,p
False,True,0.042,0.804,n
False,False,0.138,0.663,n
True,True,0.929,0.099,n
False,True,0.478,0.682,n
False,False,0.975,0.654,n
True,False,0.520,0.092,p
True,False,0.215,0.368,p
False,False,0.981,0.165,n
False,True,0.919,0.792,n
True,False,0.365,0.488,n
False,False,0.868,0.851,n
True,False,0.179,0.875,n
True,True,0.216,0.047,p
True,False,0.333,0.184,p
True,True,0.203,0.701,p
False,False,0.205,0.383,n
False,False,0.375,0.346,n
False,False,0.229,0.525,n
True,False,0.527,0.683,n
True,True,0.993,0.752,p
False,False,0.936,0.918,n
True,True,0.016,0.426,n
False,True,0.053,0.995,n
False,False,0.121,0.118,n
True,True,0.955,0.403,p
True,True,0.003,0.123,p
False,False,0.991,0.836,n
False,False,0.593,0.386,n
True,True,0.604,0.038,p
False,False,0.151,0.960,n
False,False,0.993,0.452,n
False,True,0.690,0.862,n
True,False,0.480,0.901,n
True,True,0.909,0.684,p
False,False,0.989,0.735,n
False,False,0.236,0.626,n
False,True,0.231,0.581,p
False,True,0.816,0.045,p
True,True,0.231,0.088,p
False,True,0.519,0.161,p
True,True,0.105,0.892,p
False,True,0.093,0.860,n
True,False,0.755,0.410,p
True,False,0.553,0.074,p
False,False,0.412,0.944,n
False,False,0.354,0.183,n
False,True,0.383,0.865,p
