@relation SEA
@attribute x real
@attribute y real
@attribute z real
@attribute class {n,p}

@data
7.778,5.449,5.539,n
8.190,3.570,8.819,n
1.112,6.885,6.143,p
3.759,7.933,0.105,n
4.050,0.212,1.343,p
3.882,8.852,5.649,n
5.410,1.595,8.522,p
2.655,2.296,1.109,n
1.411,8.119,1.386,n
0.975,0.051,2.267,p
0.775,5.737,2.263,p
3.675,3.812,7.582,p
9.359,7.424,4.811,n
4.012,5.003,4.710,n
3.592,4.009,7.663,p
4.460,3.440,2.435,p
3.839,3.887,5.135,p
9.800,9.766,5.659,n
6.839,0.919,3.171,p
8.910,2.274,9.676,n
5.754,0.404,0.935,p
3.268,1.131,7.972,p
2.337,0.437,3.827,p
1.165,6.046,9.349,p
7.411,1.977,0.015,n
2.017,5.080,1.203,p
1.055,9.111,1.245,n
7.234,0.060,4.049,p
4.751,2.283,2.835,p
6.533,5.994,9.295,n
6.732,9.462,1.551,n
0.367,8.700,8.052,n
4.414,2.430,9.050,p
1.342,4.432,6.742,p
2.240,6.845,8.619,n
4.255,6.457,9.884,n
3.381,6.854,1.632,n
8.460,4.686,1.466,n
7.042,0.213,2.073,p
2.105,0.041,9.961,n
1.364,6.430,4.897,p
5.372,0.783,9.700,p
0.153,4.193,7.572,p
7.450,7.674,2.391,n
2.639,0.890,1.548,p
6.269,5.636,0.633,n
4.794,3.194,7.292,p
4.342,6.644,9.621,p
2.720,3.843,3.438,p
3.737,8.031,1.895,n
4.955,0.220,8.630,p
4.177,7.907,0.677,n
5.705,5.207,8.612,n
2.924,1.147,7.119,p
1.741,2.410,4.370,p
2.693,8.709,6.612,n
1.400,5.971,7.860,p
1.229,3.745,5.207,p
5.255,1.246,2.465,p
8.206,4.174,8.835,n
9.436,2.433,5.600,n
2.994,8.677,7.950,n
7.420,7.219,7.900,n
0.624,1.678,5.055,p
4.504,2.758,4.125,p
0.453,8.542,5.113,n
7.614,1.345,6.269,n
3.670,9.637,5.018,n
6.883,1.336,4.794,n
2.164,5.144,5.097,p
8.077,5.174,9.001,n
0.522,7.295,9.682,p
4.588,0.688,2.013,p
2.564,7.939,0.010,n
9.395,1.850,1.736,n
3.604,8.118,0.090,n
3.104,8.221,3.930,n
4.998,3.633,3.547,n
4.213,1.590,9.238,p
7.663,6.863,8.129,p
1.124,7.734,8.387,n
4.823,6.864,1.000,n
2.622,7.851,6.353,n
5.360,0.747,0.409,p
2.878,2.527,4.031,p
7.727,8.326,5.073,n
9.383,1.145,3.322,p
3.233,1.454,5.784,p
3.730,2.539,3.318,p
5.357,0.844,3.155,p
5.114,1.482,0.705,p
5.244,5.653,3.522,p
6.656,7.269,4.021,n
2.498,0.769,1.110,p
4.352,6.190,5.457,n
9.142,9.470,0.013,n
6.479,2.362,6.545,p
8.871,6.834,8.472,n
9.979,1.649,3.853,n
2.878,8.787,4.837,n
7.072,9.988,5.998,n
5.679,8.653,6.285,n
2.382,3.377,6.331,p
5.365,7.105,1.147,n
9.219,4.798,6.918,n
2.103,3.897,5.117,p
3.539,4.067,7.309,p
9.566,6.039,1.636,n
0.809,5.015,6.886,p
3.142,6.737,9.353,p
5.635,0.202,7.887,p
8.236,7.301,0.915,p
9.223,5.312,8.644,n
6.638,9.741,1.820,p
0.041,1.434,2.071,p
5.775,0.034,1.272,n
0.411,3.187,2.200,p
3.166,8.812,2.314,n
2.179,5.524,0.655,p
0.684,4.405,3.271,n
5.119,3.443,8.626,n
5.162,5.755,4.159,n
4.687,3.914,0.877,n
1.216,6.735,7.494,p
2.015,2.407,5.985,p
1.302,1.953,5.768,p
6.390,4.316,3.949,n
2.621,8.005,6.400,n
0.289,3.454,7.689,p
6.445,9.747,4.405,n
2.120,0.070,2.366,n
2.301,1.361,9.214,p
6.334,7.392,1.456,n
3.788,0.355,4.409,p
2.878,6.612,5.267,n
1.393,9.161,5.362,n
0.853,3.667,9.267,p
6.836,5.893,4.657,p
2.600,5.858,7.027,n
7.278,5.178,9.546,p
6.368,1.543,7.632,p
2.695,4.678,7.801,p
2.965,2.419,7.761,p
5.926,1.440,8.726,n
0.075,1.070,3.849,p
7.085,8.608,1.093,n
3.304,7.794,1.275,n
6.410,2.500,7.612,n
4.414,6.872,3.540,n
4.101,5.841,9.865,n
7.008,6.546,2.374,n
6.008,3.014,5.268,n
1.984,3.745,6.695,n
1.033,1.071,7.247,n
2.458,8.367,6.840,p
1.678,7.046,5.709,n
5.607,0.163,1.227,p
3.680,4.255,8.062,p
2.533,2.728,1.638,n
6.756,0.210,1.019,p
7.292,8.186,1.822,n
4.409,0.119,5.671,p
0.681,9.920,6.597,n
0.787,0.228,4.772,p
7.437,7.392,0.029,n
0.389,3.461,6.434,n
3.810,6.450,7.615,n
2.832,9.717,5.538,p
6.352,6.733,1.540,n
4.315,9.687,7.142,n
9.911,8.340,5.862,n
4.697,3.697,4.187,n
4.409,0.658,2.268,p
3.314,3.767,6.249,p
2.894,4.404,9.579,p
0.379,4.788,8.957,p
1.167,8.148,2.828,n
3.018,0.323,8.198,p
2.198,9.332,6.336,n
5.482,2.059,8.761,p
0.580,0.331,0.431,p
0.807,5.065,0.351,p
8.793,2.481,7.292,n
8.964,5.286,3.241,n
5.466,9.088,2.422,n
1.525,4.051,7.774,p
2.836,3.529,3.737,p
1.431,7.406,6.928,n
1.369,1.158,4.896,p
1.258,9.658,8.173,n
1.446,2.513,1.895,p
7.694,9.574,7.747,p
0.300,6.068,3.294,p
0.167,3.637,4.799,p
9.011,7.224,7.338,n
9.007,7.249,6.315,p
7.642,0.148,8.686,p
0.987,1.542,1.764,p
2.566,9.028,4.212,n
2.524,2.849,6.079,p
0.233,9.373,5.137,n
4.219,7.310,7.613,n
9.654,4.145,0.856,n
9.483,3.497,4.717,n
1.850,5.871,0.250,n
3.557,3.079,0.667,p
7.883,4.532,1.287,p
3.156,4.402,6.948,p
7.825,8.453,4.913,n
5.039,1.454,9.339,p
3.298,8.818,6.242,n
1.101,6.574,9.962,p
2.139,4.178,2.668,p
1.921,0.717,1.369,p
3.219,2.914,8.104,p
1.623,9.757,7.049,n
4.972,0.969,5.863,n
3.180,0.875,3.161,p
4.752,2.407,7.130,p
0.893,4.639,6.632,p
8.349,6.075,0.939,n
3.021,8.259,9.021,n
5.311,7.027,7.641,n
0.908,5.164,7.970,p
2.369,5.472,6.603,p
1.802,1.957,5.484,p
7.377,0.261,7.384,p
3.682,4.187,3.921,p
7.379,4.149,7.754,n
8.867,3.423,4.133,p
3.297,2.662,8.701,p
2.988,4.286,7.398,p
8.564,8.126,1.298,n
4.773,9.511,1.708,n
1.930,8.694,2.707,n
0.958,4.883,3.357,p
8.909,2.032,2.238,n
0.955,9.040,9.404,n
1.303,9.246,2.657,n
7.546,3.963,0.623,n
3.435,8.846,8.023,n
4.045,0.238,9.051,p
3.762,2.643,5.899,p
3.780,3.018,2.557,p
1.596,6.056,6.083,p
8.740,4.379,2.602,n
4.936,0.168,0.488,p
4.926,6.585,5.210,n
9.920,0.876,3.727,n
7.907,8.837,6.202,n
4.126,0.709,9.630,p
8.266,3.460,1.004,n
3.521,7.233,8.373,n
0.137,0.437,0.909,p
3.934,5.978,7.340,n
1.075,8.658,3.945,n
5.188,9.231,8.116,n
5.959,6.777,4.152,n
1.840,1.972,0.357,p
1.439,5.764,4.151,p
9.747,8.575,4.977,n
5.248,2.158,3.996,p
1.652,0.282,1.138,p
6.192,6.376,5.283,n
0.445,2.162,4.447,p
6.131,7.795,8.615,n
7.515,5.893,1.932,n
1.948,3.405,2.412,p
8.308,1.880,3.785,n
9.682,5.001,4.222,n
5.529,1.795,7.975,p
5.066,0.627,7.657,p
1.410,0.456,6.900,p
0.663,5.934,0.681,p
9.465,9.627,9.804,n
9.095,5.660,4.043,p
5.238,2.273,7.757,p
1.491,5.982,8.800,p
1.498,5.134,6.064,p
2.479,7.347,8.921,n
9.334,2.865,8.813,n
0.906,0.413,9.251,p
3.433,3.213,2.425,p
5.810,3.082,7.938,n
2.129,2.321,1.404,p
6.149,4.532,4.499,n
9.617,7.033,2.107,n
6.106,5.539,6.728,n
7.574,4.580,5.669,n
2.639,6.625,7.379,n
5.733,9.742,9.629,n
4.522,1.033,5.872,p
6.880,7.162,8.660,n
3.101,4.626,5.168,p
9.069,4.996,2.365,n
5.147,7.843,2.641,n
0.912,3.850,2.623,n
3.487,6.247,6.850,n
2.215,1.831,9.682,p
4.758,0.830,6.871,p
0.522,2.510,9.662,p
0.570,6.703,1.740,p
4.761,5.406,3.028,n
7.578,6.268,0.751,n
0.018,1.578,3.476,p
2.643,1.372,0.105,p
0.682,4.816,3.385,p
3.344,0.473,5.199,p
5.614,0.301,7.332,p
9.724,1.497,7.153,n
1.549,1.395,5.478,p
7.642,2.372,9.193,n
3.676,7.696,3.424,n
2.128,5.244,6.003,p
1.655,2.554,2.623,p
1.849,4.186,0.974,p
1.577,4.597,5.946,p
1.365,4.411,9.689,p
5.676,9.798,8.411,n
2.894,6.899,4.309,n
6.133,4.040,9.432,n
3.100,1.673,8.304,n
9.047,7.887,3.136,n
8.645,5.080,2.190,n
0.286,6.957,2.712,p
1.331,2.535,9.471,p
5.772,5.537,7.709,n
3.902,8.245,8.691,n
2.025,2.925,8.639,p
1.037,2.703,1.507,p
2.790,9.446,3.711,p
4.242,4.839,3.176,p
3.865,3.650,0.282,p
8.104,5.164,9.760,n
8.078,3.990,9.434,n
9.195,6.367,2.078,n
1.374,2.356,6.573,n
4.322,1.015,0.374,p
2.405,7.879,7.889,n
0.649,3.916,1.492,p
1.305,1.379,7.144,p
6.232,0.973,1.747,p
6.691,6.027,8.323,n
2.765,3.056,8.694,p
9.799,2.117,2.247,p
0.244,8.151,4.264,n
0.482,4.070,6.232,p
3.390,0.625,6.536,p
6.743,6.640,6.205,n
4.831,6.047,2.599,n
2.041,5.221,4.880,p
2.285,3.938,9.342,p
1.951,2.425,9.429,p
8.632,5.853,4.765,n
6.796,9.849,6.388,n
3.331,4.270,7.216,p
0.406,9.245,6.612,n
7.509,4.865,6.379,n
6.538,0.092,3.995,n
0.916,8.635,0.261,n
3.998,2.773,7.375,n
0.594,9.572,9.898,n
8.872,9.573,6.010,n
1.855,4.590,0.229,p
4.350,1.733,7.131,n
1.605,7.495,9.100,n
8.668,1.987,6.052,n
7.550,8.122,4.548,n
3.744,1.307,6.432,p
3.380,2.169,2.511,p
5.197,8.912,0.632,n
6.563,6.613,9.321,n
3.442,2.784,1.411,p
1.364,5.399,7.194,p
9.273,5.558,2.652,n
3.005,2.070,2.944,p
0.422,4.363,6.914,p
2.785,9.892,5.041,n
7.564,5.680,5.677,n
2.315,0.784,2.317,p
3.974,6.301,0.276,n
7.101,8.915,6.558,n
3.487,6.659,3.638,n
8.574,3.103,7.406,n
2.006,2.044,8.215,p
2.504,2.918,2.944,p
6.681,9.295,5.901,p
4.931,4.718,7.211,n
4.425,1.447,6.895,p
2.778,0.052,6.419,p
9.006,3.520,4.372,n
1.171,9.405,1.738,n
6.059,0.670,2.515,p
0.615,4.491,3.319,p
6.460,0.617,6.590,n
9.331,5.557,0.800,n
7.251,6.289,8.475,n
8.469,6.786,8.774,n
2.114,5.148,2.989,p
5.085,5.299,1.109,n
0.553,0.331,2.334,p
8.273,1.121,7.351,p
6.809,1.107,1.350,p
7.991,2.798,8.974,n
1.378,3.355,2.045,p
8.401,0.888,9.565,n
3.752,3.878,5.593,p
2.822,8.196,6.694,n
0.684,3.767,2.075,p
0.464,1.528,3.577,p
9.822,3.524,1.219,p
6.152,0.938,4.379,p
4.550,0.656,0.760,p
2.071,6.477,7.951,n
4.107,7.333,4.336,n
0.232,4.655,7.074,p
9.510,5.264,6.740,n
5.313,5.731,9.283,n
5.053,0.453,5.091,p
8.808,3.884,8.385,n
8.135,3.380,6.098,n
4.244,7.631,9.707,n
2.563,2.170,6.165,p
8.538,8.083,4.898,n
1.044,4.222,7.894,p
8.425,3.991,8.179,p
6.716,0.071,9.257,p
0.925,0.127,8.609,n
5.865,9.847,9.350,n
2.070,2.979,2.141,p
9.317,2.050,2.354,n
9.708,6.376,2.931,n
1.563,6.490,4.941,n
4.859,6.213,0.031,n
7.246,1.975,9.463,n
1.850,3.237,9.669,p
2.958,4.509,8.511,p
8.574,3.430,0.490,n
1.115,6.788,9.735,p
3.543,8.995,9.507,n
4.703,5.039,4.257,n
0.589,3.052,7.999,p
5.383,2.175,1.148,p
2.708,3.455,9.213,p
3.813,1.632,6.895,p
6.152,9.072,0.955,n
6.766,3.716,9.247,p
1.092,6.266,9.875,p
5.525,2.441,9.772,p
8.602,3.370,5.319,n
5.870,5.210,4.689,n
6.367,1.522,5.925,p
3.358,3.497,9.230,p
8.362,7.909,4.855,n
5.784,8.884,9.675,n
5.931,9.631,0.303,n
1.185,8.188,9.356,n
2.990,9.012,1.027,n
0.416,7.764,7.634,n
5.381,0.136,9.231,p
5.673,4.463,4.572,n
1.612,1.606,4.209,p
1.098,5.251,1.041,p
2.229,2.781,1.308,p
7.320,4.953,3.293,n
1.997,1.268,6.206,p
0.984,0.476,0.339,p
3.534,4.273,6.142,p
4.397,6.932,4.476,p
7.515,3.163,7.215,n
2.436,9.884,3.159,n
6.281,8.040,4.384,n
4.585,8.759,5.879,n
5.485,6.923,8.069,n
3.037,2.068,9.413,p
7.066,0.837,7.592,p
2.263,4.997,6.386,p
9.859,9.216,6.100,n
2.060,2.901,3.046,n
2.903,7.035,3.510,n
0.345,8.401,9.416,p
0.259,3.559,8.288,p
1.707,1.902,0.527,n
8.869,7.703,5.439,n
1.517,9.851,7.221,n
9.280,1.490,2.241,n
6.966,0.780,4.766,p
2.680,0.336,3.658,n
3.778,1.120,0.770,p
1.971,6.494,6.847,p
8.267,2.742,3.715,n
5.242,6.461,7.021,n
5.877,1.053,9.151,p
9.338,4.227,9.409,n
5.025,0.911,2.956,p
8.812,0.597,5.422,p
8.657,3.710,4.740,n
2.835,3.861,9.659,p
2.310,3.737,8.298,p
1.954,2.924,2.378,p
1.802,5.033,0.034,p
2.209,5.381,8.658,p
8.989,6.741,2.566,n
5.857,8.216,2.278,n
5.604,5.393,1.275,p
9.404,9.216,1.724,n
9.397,9.904,4.969,p
8.617,8.784,6.786,n
1.550,5.159,3.061,p
2.950,3.432,1.350,p
4.089,2.110,6.151,p
2.555,5.221,0.502,p
0.153,2.520,1.760,p
8.181,2.728,9.663,n
1.642,6.026,8.234,n
3.847,8.239,5.349,n
0.676,3.633,0.145,p
1.949,4.887,3.729,p
3.947,4.956,8.214,n
7.027,9.395,1.209,n
0.976,1.506,8.348,p
6.003,3.405,7.765,n
3.025,4.050,0.739,p
7.804,9.183,6.399,n
7.854,0.942,7.468,n
1.533,5.653,8.028,p
0.791,1.032,3.072,p
6.469,1.449,0.735,p
4.452,7.155,5.392,n
6.503,8.558,0.856,n
0.041,5.848,9.604,p
0.881,6.439,3.882,p
5.109,0.521,9.951,p
3.527,1.716,6.566,n
1.783,0.000,8.911,p
9.314,0.174,1.537,n
5.524,6.879,4.155,n
3.175,7.047,9.752,n
4.935,1.277,6.606,p
2.270,6.280,2.232,n
0.045,2.160,7.413,p
6.540,5.309,1.111,n
7.269,5.092,0.123,n
8.807,6.028,9.596,n
1.669,5.508,4.738,p
0.101,0.338,2.173,p
3.025,4.441,5.949,p
4.195,4.181,2.006,n
8.137,6.513,5.628,n
4.071,2.009,2.050,p
4.357,0.458,7.246,p
8.727,2.732,9.674,n
3.829,1.543,1.251,p
4.026,2.533,9.435,p
5.887,6.361,2.866,n
6.545,0.807,3.110,p
3.036,4.344,0.027,n
8.540,7.920,0.133,n
5.151,0.974,7.417,p
8.424,3.126,8.976,n
4.172,4.146,6.277,n
3.395,2.546,9.985,p
1.519,5.848,2.207,p
1.046,9.010,2.691,p
1.294,2.846,1.384,p
9.492,4.513,0.595,n
1.536,4.872,2.279,p
9.406,5.432,0.910,n
7.095,2.897,5.218,p
2.593,0.984,7.795,p
1.894,3.602,2.658,n
1.365,0.076,9.552,n
6.613,5.656,7.017,n
0.261,4.435,8.570,p
0.823,4.650,7.182,p
2.252,1.279,9.847,p
3.355,2.433,3.920,p
2.990,8.106,9.179,n
7.127,0.199,6.327,p
9.685,5.696,2.970,n
3.819,2.954,4.490,p
4.739,2.385,0.180,p
7.351,4.285,7.669,n
2.594,4.219,8.115,p
4.547,1.341,5.634,p
3.168,0.043,9.955,n
3.138,1.799,0.374,p
8.846,4.952,3.066,n
4.928,1.500,6.097,n
9.441,5.078,8.489,n
1.723,8.212,1.693,n
1.603,4.115,8.264,p
6.660,0.947,5.713,p
7.448,9.082,3.513,n
2.070,9.547,4.731,n
0.909,8.066,2.231,n
4.629,1.580,6.033,p
9.004,2.173,8.252,p
4.535,1.260,7.510,p
2.205,7.043,8.926,n
7.124,1.439,2.326,n
6.139,2.991,1.575,n
6.270,1.368,9.751,p
7.518,8.234,2.062,n
6.825,2.903,8.246,n
1.349,9.427,7.057,n
7.652,8.236,4.824,n
6.155,8.127,7.144,n
4.024,0.620,8.318,p
5.693,2.110,0.038,p
5.408,2.606,0.506,n
9.853,9.380,9.616,n
4.563,6.589,0.837,n
2.716,1.154,2.344,p
4.384,0.017,2.267,p
8.096,4.950,0.952,n
5.008,7.779,4.766,n
0.196,0.600,8.636,p
9.834,2.442,7.382,n
1.855,8.196,6.150,n
1.868,1.237,2.220,p
0.834,4.493,3.452,p
2.599,3.584,5.810,n
3.038,3.832,8.448,p
9.075,7.858,9.190,p
6.668,0.188,9.261,p
3.471,5.639,6.841,n
2.086,2.644,2.446,p
2.128,1.183,3.253,p
0.159,5.077,0.006,p
1.021,2.432,6.641,n
0.058,8.256,5.390,n
8.948,0.018,5.775,n
6.770,0.718,7.955,p
1.325,1.151,2.123,p
5.254,6.574,7.823,p
3.058,1.722,2.107,p
5.342,7.000,9.443,n
7.061,6.328,9.980,n
2.080,3.624,7.494,p
8.606,4.893,9.867,n
0.713,6.549,0.321,n
5.599,4.830,4.364,n
3.289,1.213,3.569,p
5.846,8.399,5.054,n
9.312,2.532,9.009,p
1.109,4.732,3.144,p
7.869,1.683,6.253,p
5.480,1.871,7.013,p
5.581,9.284,9.936,n
3.178,1.598,6.380,p
0.999,7.364,8.231,n
8.255,6.231,5.380,p
2.913,0.944,0.213,p
2.765,0.395,7.176,p
2.281,5.134,0.229,p
3.661,1.802,4.022,p
6.701,6.893,8.067,n
6.625,4.874,3.237,n
4.392,3.058,6.603,p
0.617,6.000,2.406,p
3.314,8.736,7.866,n
8.768,5.817,2.802,n
8.762,7.934,7.326,n
9.561,3.446,6.258,n
2.460,0.061,5.457,p
4.419,6.788,3.590,n
4.903,3.347,5.277,n
8.211,4.051,9.530,n
9.949,2.908,6.158,n
2.496,1.096,1.498,p
2.714,7.821,1.287,n
3.903,6.122,5.222,n
3.317,3.501,8.091,p
3.450,5.764,1.427,n
3.072,4.575,2.514,p
1.921,5.439,0.419,p
3.875,5.781,2.459,n
0.991,8.017,2.095,p
6.555,7.461,5.196,p
0.853,4.521,2.762,p
8.825,0.406,7.621,n
3.818,1.094,0.002,p
1.826,0.988,3.589,n
8.319,0.348,3.317,n
5.724,3.169,8.675,n
5.431,1.365,3.421,p
0.672,1.541,7.799,p
1.992,7.803,9.560,n
8.068,7.848,7.323,n
7.675,4.393,7.300,n
1.267,2.420,6.121,p
4.717,0.444,6.975,p
2.415,4.241,6.595,p
7.242,3.042,8.256,n
2.140,9.744,9.091,n
2.750,3.600,2.641,p
6.035,0.752,2.692,p
7.337,0.033,7.177,p
1.580,3.949,2.451,p
1.060,7.608,8.830,n
2.008,2.752,5.970,p
3.025,5.193,8.015,n
9.665,3.346,7.889,n
2.005,1.166,4.979,p
3.943,0.430,4.346,p
0.216,1.424,5.046,p
8.812,4.593,4.204,n
0.026,5.452,3.247,p
0.655,0.453,4.702,p
3.766,0.432,5.158,p
9.301,5.508,2.412,p
0.893,3.967,8.932,p
1.055,4.080,3.771,p
8.794,9.616,7.718,p
2.652,2.646,4.459,p
0.301,2.480,2.020,p
7.979,6.937,4.933,n
1.761,4.784,0.077,p
2.661,5.262,5.469,p
7.386,0.470,7.523,p
6.556,0.575,5.709,p
5.255,0.216,6.736,p
7.093,2.225,9.168,n
4.969,2.768,5.970,p
0.177,2.552,8.496,p
4.845,1.743,4.956,p
0.246,7.702,1.931,p
0.730,6.514,9.941,p
1.065,7.171,3.769,n
5.346,3.739,2.092,n
7.309,3.128,7.379,n
1.376,0.757,8.955,p
2.159,6.220,8.999,n
6.857,8.163,0.813,n
2.396,2.926,7.114,p
0.203,0.442,9.624,p
4.901,2.672,9.245,p
6.294,0.240,9.906,p
8.428,5.358,5.945,n
0.560,5.620,3.364,p
8.616,0.761,1.405,n
1.750,7.677,1.340,n
6.533,2.777,7.000,n
0.034,2.142,1.954,p
2.554,0.128,7.878,p
3.014,4.760,8.865,p
6.939,8.529,8.976,n
9.281,0.930,8.889,n
5.021,0.414,2.773,p
4.259,1.934,6.941,p
0.234,4.157,0.841,p
4.471,0.144,7.913,p
1.630,4.971,2.121,p
1.844,3.267,6.865,p
1.060,2.774,5.785,p
0.312,1.237,5.928,p
1.137,1.580,3.311,p
2.860,0.051,2.524,p
2.710,4.286,1.959,p
7.188,0.794,3.500,p
1.334,2.942,7.238,p
3.239,6.027,4.042,p
1.774,8.682,2.706,p
7.564,2.234,7.814,n
7.786,6.611,4.051,p
1.230,8.346,4.407,n
0.885,0.080,3.089,p
8.418,6.872,6.820,n
0.402,1.787,8.954,n
9.712,1.984,0.835,n
3.004,5.378,6.684,p
6.104,0.718,4.843,p
5.536,9.331,7.131,n
4.380,5.773,2.377,n
8.074,5.443,5.480,n
2.293,3.806,9.169,p
0.996,5.435,0.982,p
0.616,4.666,9.953,p
0.537,2.821,7.672,p
0.735,5.965,8.696,n
5.266,5.473,8.134,p
0.387,4.037,5.869,p
3.902,0.040,5.364,p
2.829,1.767,2.985,p
9.492,5.591,0.955,n
1.170,0.076,1.304,p
0.974,7.880,3.880,n
6.635,4.398,9.209,n
7.808,4.247,8.624,n
5.269,8.371,5.496,n
5.917,0.968,8.734,p
0.676,3.359,0.689,p
6.678,9.073,6.900,n
2.895,8.434,9.292,n
6.389,5.768,7.479,p
2.756,3.223,1.657,p
9.293,0.105,1.475,n
0.629,5.707,3.502,p
9.936,3.421,4.609,n
7.402,7.027,7.459,n
2.133,1.965,7.317,n
4.132,6.277,7.337,n
7.352,3.306,6.295,n
0.941,1.783,8.746,p
1.855,7.973,0.550,n
3.052,1.616,5.371,p
3.231,1.144,9.874,p
4.803,8.288,8.492,n
0.013,6.294,4.949,p
1.760,3.614,4.949,p
5.545,7.738,4.039,n
7.820,9.622,8.329,n
0.514,4.627,8.221,p
8.328,1.127,1.530,n
